id,Title,Authors,Description,Category,Publisher,Publish Date,impressions,clicks
59525,The Third Twin,"By Follett, Ken","NEW YORK TIMES BESTSELLERUsing a restricted FBI database, genetic researcher Jeanie Ferrami has located identical twins born to different mothers. Frightened by her bizarre discovery, she is determined to discover the truth at any cost—until she finds herself at the center of a scandal that could ruin her career.   To extricate herself, Jeannie plunges into a maze of hidden evidence. With growing horror, she uncovers a cynical, far-reaching conspiracy involving disturbing genetic experiments and some of the most powerful men in America—men who will kill to keep their secrets concealed."," Fiction , Thrillers , General",Fawcett,"Sunday, June 1, 1997",0,0
14145,Amelia Earhart: The Mystery Solved,"By Long, Elgen M. and Long, Marie K.","For more than sixty years people have wondered what happened to Amelia Earhart. Here at last is the answer.In 1937, Amelia Earhart disappeared into the Pacific Ocean only days from completing her famous around-the-world flight. Her plane was never found. Now, with the recent discovery of long-lost radio messages, combined with authors Elgen M. Long and Marie K. Long's twenty-five years of research, the mystery surrounding Earhart has been solved. Amelia Earhart: The Mystery Solved simultaneously reveals their findings and brings to life the primitive conditions under which early aviators flew -- including lack of radar, unreliable communications, grass landing strips, and poorly mapped islands -- reminding us just how daring Earhart was."," Transportation , Aviation , History",Simon & Schuster,"Thursday, March 1, 2001",0,0
60706,A Calculated Risk,"By Neville, Katherine","The Washington Post Book World called Katherine Neville's bestselling novel The Eight ""a feminist answer to Raiders of the Lost Ark."" Now, Neville remakes the rules of adventure fiction again with a gripping tale of financial intrigue and mesmerizing romance that whirls from the high-power money centers of New York and San Francisco to Paris and a breathtaking Greek island.Verity Banks is the senior woman executive at the Bank of the World, a prestigious financial institution with offices around the globe. Head of Electronic Funds Transfer - and supervisor of some of the bank's most dedicated computer geniuses - Verity lives and breathes the world of big money. But when her power-hungry boss, Kislick Willingly III, axes her proposal to step up the bank's computer security, Verity finds herself thinking some remarkably treacherous thoughts.Her plan is simple. She'll break through automated security and hide some money in a place no one will find it - inside the bank's own computer system. She'll then point out to senior management how easy such a theft really is. It's a perfect caper (and perfectly harmless) until the reappearance of Dr. Zoltan Tor.Tor is the financial wizard who, twelve years earlier, taught his protege Verity everything about technology, commerce, and the fine art of sensual living. Now Tor is back with a challenge: Which of them can steal a billion dollars and invest it to earn thirty million in three months? To tempt her to take such an enormous risk, Tor gives Verity an edge: she can use a computer for her theft, but he cannot...A fascinating insider's look into the world of high-stakes banking, A Calculated Risk is also an immensely enjoyable thriller of the ultimate scam, in which the players jet around the world, team up with bankers and baronesses, and, along the way, discover each other fully for the first time."," Fiction , Thrillers , General",Ballantine Books,"Tuesday, September 1, 1992",0,0
68854,American Heritage Cookbook,By American Heritage Publishing Company,"Features a variety of recipes for traditionally American dishes such as New England Clam Chowder, and Oysters Rockefeller"," Cooking , Regional & Ethnic , American , General",Random House Value Publishing,"Thursday, October 1, 1992",0,0
23164,"The Hope, A Novel","By wouk, herman","Herman Wouk is one of this century's great historical novelists, whose peerless talent for capturing the human drama of landmark world events has earned him worldwide acclaim. In The Hope, his long-awaited return to historical fiction, he turns to one of the most thrilling stories of our time - the saga of Israel.In the grand, epic style of The Winds of War and War and Remembrance, The Hope plunges the reader into the major battles, the disasters and victories, and the fragile periods of peace from the 1948 War of Independence to the astounding triumph of the Six-Day War in 1967. And since Israelis have seen their share of comic mishaps as well as heroism, this novel offers some of Herman Wouk's most amusing scenes since the famed ""strawberry business"" in The Caine Mutiny.First to last The Hope is a tale of four Israeli army officers and the women they love: Zev Barak, Viennese-born cultured military man; Benny Luria, ace fighter pilot with religious stirrings; Sam Pasternak, sardonic and mysterious Mossad man; and an antic dashing warrior they call Kishote, Hebrew for Quixote, who arrives at Israel's first pitched battle a refugee boy on a mule and over the years rises to high rank. In the love stories of these four men, the author of Marjorie Morningstar has created a gallery of three memorable Israeli women and one quirky fascinating American, daughter of a high CIA official and headmistress of a Washington girls school.With the authenticity, authority, and narrative force of Wouk's finest fiction, The Hope portrays not so much the victory of one people over another, as the gallantry of the human spirit, surviving and triumphing against crushing odds. In that sense it can be called a tale of hope for all mankind; a note that Herman Wouk has struck in all his writings, against the prevailing pessimism of our turbulent century."," Fiction , General","Little, Brown and Company","Wednesday, December 1, 1993",0,0
19057,White House Ladies: Fascinating Tales and Colorful Curiosities,"By Garrison, Webb B.","An entertaining and informative compilation of stories about America's first ladies, from Martha Washington to Hillary Clinton. The private accomplishments and peculiarities of these women are explored with energy and wit. Illustrated and indexed."," Biography & Autobiography , Presidents & Heads of State",Rutledge Hill Pr,"Sunday, September 1, 1996",0,0
63884,Super String Games,"By Gryski, Camilla and Sankey, Tom (ILT)","Step-by-step instructions, all illustrated, show how to create twenty-five string figures from around the world, including a menagerie of animals, a sun that disappears into the sea, and a fisherman who catches a fish"," Juvenile Nonfiction , General",William Morrow & Co,"Tuesday, March 1, 1988",0,0
34364,"Discovering America's Past: Customs, Legends, History & Lore of our Great Nation",By Editors of Reader's Digest,"The personal side of American history is revealed in a collection of more than 450 true stories, featuring the designer of Lincoln Logs, the Real McCoy, explanations of bizarre customs, and a bonus guide to historic sites. 25,000 first printing."," History , United States , General",Readers Digest,"Friday, January 1, 1993",0,0
18794,Handbook of American Indian Games (Native American),"By MacFarlan, Allan","Fun-loving youngsters will find new trails to amusement in this varied collection of 150 spirited, entertaining and easy-to-play games once played by Indian tribes across America. Indian lore and recreation specialists Allan and Paulette Macfarlan present a rich assortment of active, quiet, competitive, and instructive games for boys and girls of all ages that offer hours of enjoyment and provide insight into how American Indians thought, lived, and played.You’ll find running, relay, kicking, stalking, throwing and rolling, tossing and catching, guessing, group-challenge, and many other games chosen for their skill-building and character-building qualities. These authentic Indian sports develop dexterity, strength, endurance, patience, logic, power of observation, good sportsmanship, and other desirable attributes.The games can be played indoors or out with little or no equipment and are suitable for small and large groups for every occasion. Complete step-by-step instructions plus numerous diagrams make them easy to learn and play — an ideal source of recreation for campers, scouts, school groups, and others.Parents, teachers, group leaders, camp counselors, and anyone who works with young people will find the Handbook of American Indian Games a wonderful source of safe, healthy, and amusing recreations."," History , United States , State & Local , General",Dover Publications,"Friday, March 1, 1985",0,0
5779,The Judge,"By Martini, Steve","Steve Martini's explosive new thriller finds attorney Paul Madriani the unlikely defense lawyer for an old nemesis. Judge Armando ""the Coconut"" Acosta is arrested on charges of soliciting prostitution in a sting operation for ""johns,"" and few, including Paul Madriani, who has a long history of enmity with the judge, are sympathetic. Abandoned by his friends on the Capital County bench, Acosta is forced, in an ironic twist, to ask Paul to save his career from impending doom. Paul initially rejects Acosta's pleas, but when Acosta's original defense lawyer is forced off the case by a zealous district attorney looking for revenge, Paul is required to step forward and defend the judge."," Fiction , Legal",Putnam Adult,"Monday, January 1, 1996",0,0
16446,For Your Own Good: Hidden Cruelty in Child-Rearing and the Roots of Violence.,"By Miller, Alice","For Your Own Good, the contemporary classic exploring the serious if not gravely dangerous consequences parental cruelty can bring to bear on children everywhere, is one of the central works by Alice Miller, the celebrated Swiss psychoanalyst.With her typically lucid, strong, and poetic language, Miller investigates the personal stories and case histories of various self-destructive and/or violent individuals to expand on her theories about the long-term affects of abusive child-rearing. Her conclusions—on what sort of parenting can create a drug addict, or a murderer, or a Hitler—offer much insight, and make a good deal of sense, while also straying far from psychoanalytic dogma about human nature, which Miller vehemently rejects.This important study paints a shocking picture of the violent world—indeed, of the ever-more-violent world—that each generation helps to create when traditional upbringing, with its hidden cruelty, is perpetuated. The book also presents readers with useful solutions in this regard—namely, to resensitize the victimized child who has been trapped within the adult, and to unlock the emotional life that has been frozen in repression."," Psychology , Developmental , Child","Farrar, Straus and Giroux","Sunday, January 1, 1989",0,0
9742,The Prairie World,"By Costello, David Francis","A scientist reveals the grassland's ever-changing moods, history, climate, landscape and survival battles waged by plant and animal inhabitants"," Science , General",T.Y. Crowell Co,"Tuesday, June 1, 1965",0,0
38677,Richard Scarry's Lowly Worm Meets the Early Bird,"By Scarry, Richard","Early Bird looks and looks, but he can't seem to find a worm to play with. A jumping frog and a tiny field mouse try to help out, but there just aren't any worms to be found. Early Bird is about to give up when he meets a friendly fellow in a funny hat--it's Lowly Worm! This Richard Scarry classic early reader will delight a whole new audience!Step 2 Readers use basic vocabulary and short sentences to tell simple stories, and are for children who recognize familiar words and can sound out new words with help."," Juvenile Fiction , Readers , Chapter Books",Random House Books for Young Readers,"Monday, March 1, 1999",0,0
30867,The Young Black Stallion: A Wild and Untamable Spirit!,"By Farley, Walter and Farley, Steven","In this prequel to The Black Stallion, we learn the story of the Black before he was shipwrecked with Alec Ramsay. Born in the mountain stronghold of Sheikh Abu Ishak, the colt shows great promise. During a band of robbers’ attempt to steal him, the colt escapes and learns to survive on his own in the high mountains. Will he ever find his way home?"," Juvenile Fiction , Animals , Horses",Yearling,"Thursday, August 1, 1991",0,0
2606,When Elephants Weep: The Emotional Lives of Animals,"By Masson, J. Moussaieff and McCarthy, Susan (CON)","This national bestseller exploring the complex emotional lives of animals was hailed as ""a masterpiece"" by Elizabeth Marshall Thomas and as ""marvelous"" by Jane Goodall.The popularity of  When Elephants Weep has swept the nation, as author Jeffrey Masson appeared on Dateline NBC, Good Morning America, and was profiled in People for his ground-breaking and fascinating study. Not since Darwin's The Expression of Emotions in Man and Animals has a book so thoroughly and effectively explored the full range of emotions that exist throughout the animal kingdom. From dancing squirrels to bashful gorillas to spiteful killer whales, Masson and coauthor Susan McCarthy bring forth fascinating anecdotes and illuminating insights that offer powerful proof of the existence of animal emotion. Chapters on love, joy, anger, fear, shame, compassion, and loneliness are framed by a provocative re-evaluation of how we treat animals, from hunting and eating them to scientific experimentation. Forming a complete and compelling picture of the inner lives of animals, When Elephants Weep assures that we will never look at animals in the same way again."," Nature , Animals , General",Delta,"Wednesday, May 1, 1996",0,0
37523,Would You Rather Be a Bullfrog? (Bright  and Early Books for Beginning Readers),"By Seuss, Dr. and McKie, Roy (ILT)","Would you rather be a clarinet . . . a trombone . . . or a drum? (How would you like  to have someone going boom-boom on your tum?) Beginning readers are asked to ponder  these–and a host of other odd choices–in this charming, provocative book by Dr. Seuss  that encourages children to let their imaginations fly."," Juvenile Fiction , Readers , Beginner",Random House Books for Young Readers,"Tuesday, January 1, 2008",0,0
2162,The Doll People,"By Martin, Ann M., Selznick, Brian (ILT), and Godwin, Laura","Bored by her unchanging existence after a hundred years in the doll house, Annabelle Doll is delighted by the arrival of a new plastic toy friend, and when the pair discovers a secret diary, they venture into the world outside to unravel a mystery. An ALA Notable Book. Reprint."," Juvenile Fiction , Toys, Dolls & Puppets","Little, Brown Books for Young Readers","Monday, September 1, 2003",0,0
83872,Biscuit's Pet & Play Easter: A Touch & Feel Book,"By Capucilli, Alyssa Satin and Berlin, Rose Mary (ILT)","Cozy up for Easter fun with Biscuit, everyone's favorite little yellow puppy!Pet the fuzzy yellow chick and hunt for shiny Easter eggs as you join Biscuit in this Easter touch-and-feel adventure! The sturdy board book pages and simple text are just right for babies and toddlers. This Easter touch-and-feel book is a sweet way to share the holiday spirit with little ones. Woof, woof!"," Juvenile Fiction , Holidays & Celebrations , Easter & Lent",HarperFestival,"Tuesday, January 1, 2008",0,0
9132,Kids Online: Protecting Your Children in Cyberspace,"By Hughes, Donna Rice and Campbell, Pamela T.",Provides step-by-step instructions for keeping children safe while surfing the Internet," Language Arts & Disciplines , Library & Information Science , General",Fleming H Revell Co,"Saturday, August 1, 1998",0,0
51313,Ben Franklin's Almanac: Being a True Account of the Good Gentleman's Life,"By Fleming, Candace","""What good shall I do today?""  How Ben Franklin answered that question -- through his work as a writer, printer, statesman, and inventor -- forever established him as one of America's greatest figures. On one day in 1729 he published the first edition of the Pennsylvania Gazette; on another day he changed the Declaration of Independence by adding the famous words, ""We hold these truths to be self-evident""; and it was all in a day's work when he planted the first willow trees in America.  Modeled on his own Poor Richard's Almanack, this unique scrapbook captures Franklin's countless accomplishments. Biography and anecdote, cartoon and etching mesh to create a fascinating portrait of this most fascinating man. Anyone interested in the birth of American democracy...or curious about the rise of the U.S. postal system...or wondering how paper money came to be...or wanting to know how Ben Franklin was part of it all, is sure to pore over Ben Franklin's Almanac."," Juvenile Nonfiction , History , United States , Colonial & Revolutionary Periods",Atheneum Books for Young Readers,"Monday, September 1, 2003",0,0
49304,Family Traditions: Celebrations for Holidays and Everyday,"By Berg, Elizabeth","Presents a wide range of activities, traditions, ideas, and rituals that are designed to encourage families to share quality time together, including suggestions for the major holidays, seasonal celebrations, everyday customs, and more. 20,000 first printing."," Social Science , General",Readers Digest,"Wednesday, October 1, 1997",0,0
10668,The Greens Book,"By Belsinger, Susan and Dille, Carolyn","Shares recipes for appetizers, soups, pastas, main dishes, vegetable dishes, salads, and desserts that feature greens, including lettuce, spinach, radicchio, arugula, kale, cabbage, watercress, endive, and escarole"," Cooking , General",Interweave Pr,"Wednesday, February 1, 1995",0,0
86869,Licensed to Kill: Hired Guns in the War on Terror,"By Pelton, Robert Young","Robert Young Pelton first became aware of the phenomenon of hired guns in the War on Terror when he met a covert team of contractors on the Afghanistan/Pakistan border in the fall of 2003. Pelton soon embarked on a globe-spanning odyssey to penetrate and understand this shadowy world, ultimately delivering stunning insights into the way private soldiers are used.Enter a blood-soaked world of South African mercenaries and tribal fighters backed by ruthless financiers. Drop into Baghdad’s Green Zone, strap on body armor, and take a daily high-speed ride with a doomed crew of security contractors who dodge car bombs and snipers just to get their charges to the airport. Share a drink in a chic hotel bar with wealthy owners of private armies who debate the best way to stay alive in war zones.Licensed to Kill spans four continents and three years, taking us inside the CIA’s dirty wars; the brutal contractor murders in Fallujah and the Alamo-like sieges in Najaf and Al Kut; the Deep South contractor training camps where ex–Special Operations soldiers and even small town cops learn the ropes; the contractor conventions where macho attendees swap bullet-punctuated tales and discuss upcoming gigs; and the grim Central African prison where contractors turned failed mercenaries pay a steep price.The United States has encouraged the use of the private sector in all facets of the War on Terror, placing contractors outside the bounds of functional legal constraints. With the shocking clarity that can come only from firsthand observation, Licensed to Kill painstakingly deconstructs the most controversial events and introduces the pivotal players. Most disturbingly, it shows that there are indeed thousands of contractors—with hundreds more being produced every month—who’ve been given a license to kill, their services available to the highest bidder."," Political Science , Terrorism",Crown,"Wednesday, August 1, 2007",0,0
26577,Philadelphia Fire,"By Wideman, John Edgar","At once personal and political, this novel about being Black and male in white America depicts an unyielding core of individual resistance and demonstrates with tragic immediacy how America's mixed signals foster false hopes"," Fiction , General",Henry Holt & Co,"Wednesday, August 1, 1990",0,0
101692,"1-2-3 Draw Knights, Castles and Dragons","By Levin, Freddie",Part of the 1-2-3 Draw Series--Ideal for children 6-10 years old! The world of fairy tales comes to life with the step-by-step instruction of talented art instructor Freddie Levin.," Juvenile Fiction , Art",Peel,"Saturday, December 1, 2001",0,0
100284,Boots and Pieces,"By Ecton, Emily","Her big sister bosses her around; her mom makes her dog-sit Mr. Boots, the family's well-dressed Chihuahua; and she's convinced a strange and squishy swamp creature that lives down at the lake is eating high school kids.   When no one believes her, Arlie and her best friend, Ty (yes, he's a boy, and no, he's not her boyfriend), set out with Mr. Boots to stop the creature themselves -- because if they don't, half the school is going to end up as lakeside hors d'oeuvres!"," Juvenile Fiction , Humorous Stories",Aladdin,"Friday, August 1, 2008",0,0
78806,"Games for Math: Playful Ways to Help Your Child Learn Math, From Kindergarten to Third Grade","By Kaye, Peggy","At a time when the poor math performance of American school children has labeled us a ""nation of underachievers,"" what can parents--often themselves daunted by the mysteries of mathematics--do to help their children? In Games for Math, Peggy Kaye--teacher extraordinaire and author of the highly praised Games for Reading--gives parents more than fifty marvelous and effective ways to help their children learn math by doing just what kids love best: playing games."," Education , Teaching Methods & Materials , Mathematics",Pantheon,"Friday, January 1, 1988",0,0
63666,"Maelstrom (The Twins of Petaybee, Book 2)","By McCaffrey, Anne and Scarborough, Elizabeth Ann","In Changelings, bestselling authors Anne McCaffrey and Elizabeth Ann Scarborough returned to the sentient planet Petaybee with a story of growth and transformation in the face of deadly new threats. The telepathic, shapeshifting twins Murel and Ronan found that Petaybee had plans for them as well. Now those plans begin to bear fruit with fresh possibilities . . . and dangers.MAELSTROMNow that Petaybee is forming a new equatorial island, the planet has agreed to harbor a group of new refugees, workers indentured to the powerful InterGal Corporation. But the mission to collect the immigrants becomes a rescue operation when it is revealed that InterGal is doing nothing to help these survivors of a world devastated by a meteor shower. Murel and Ronan set out to persuade the frightened refugees to come out of hiding, leave their world, and bring along their sacred totem animals, the gifted sea turtles called the Honus. But the twins discover that they’ve taken on more than they expected: The Honus are not the only animals sacred to the refugees. There are also the Manos, intelligent sharks who have lost none of their predatory habits–and who cannot be left behind to die.When the Manos are released into Petaybee’s waters, a tragic misunderstanding endangers the whole resettlement operation. At the same time, the mysterious sea otters who once rescued the twins’ father are suddenly revealed to be much more than they appear to be.Now it is up to Ronan and Murel, with the intrepid assistance of their river otter friend Sky, to smooth the waters before a maelstrom of revenge destroys Petaybee’s harmonious way of life.But even as the twins uncover startling new facts about Petaybee’s past that will change everything they thought they knew about the planet, the forces of InterGal are gathering, preparing to strike. . . ."," Fiction , Science Fiction , General",Del Rey,"Friday, December 1, 2006",0,0
87959,The Night Before Christmas,"By Moore, Clement Clarke and Rackham, Arthur (ILT)",The traditional holiday poem about a Christmas Eve visit from Saint Nicholas," Juvenile Fiction , Holidays & Celebrations , Christmas & Advent",Gramercy Books / Random House,"Sunday, September 1, 1991",0,0
42011,Exiting Iraq: Why the U.S. Must End the Military Occupation and Renew the War Against Al Qaeda,"By Preble, Christopher A. (EDT)","The U.S. military occupation of Iraq is a long-term threat to American interests argue Preble (director of foreign policy studies at the Cato Institute) and the Cato Institute's Special Task Force on Exiting Iraq. They argue that the occupation is a counterproductive distraction from the fight against Al Qaeda that is overly burdensome both in lives lost and in treasure wasted. They warn that the possibility of creating stable illiberal government, much less a liberal democracy is near impossible and that U.S. troops risk becoming embroiled in a wider regional conflict. They recommend the immediate initiation of negotiations with the interim government with the goal of withdrawing all troops by the time of nationwide elections in January of 2005. Annotation ©2004 Book News, Inc., Portland, OR (booknews.com)"," Political Science , Terrorism",Cato Institute,"Tuesday, June 1, 2004",0,0
166,Are You Considering Psychoanalysis?,"By Horney, Karen (EDT)","Explains the nature, schools, procedures, and goals of psychoanalysis to assist the prospective patient in understanding, accepting, and successfully experiencing the therapeutic process"," Psychology , General","W. W. Norton & Company, Inc.","Sunday, April 1, 1962",0,0
92218,Deja Vu (Sisterhood),"By Michaels, Fern","Celebrate With The SisterhoodThanks to a presidential pardon, the Sisterhood can put their fugitive days behind them and resume their lives in peace. Still, all the women admit that lately things are a little too calm and peaceful. Meeting up for the first time in months to celebrate Kathryn's birthday--in the City of Sin, no less--seems like the perfect antidote. But before they can kick up their heels something too big to pass up is dropped into their laps. The time has come to deal with Enemy #1, a/k/a Hank Jellicoe. Wanted by the FBI, the CIA, and Homeland Security for starters, President Connor herself has run out of patience with their lack of results. Only the Sisterhood, with their special blend of guts, imagination, and friends in all places are capable of pulling off the impossible--of hunting down this monster and taking him out once and for all.  .  .Praise for Fern Michaels and her Sisterhood novels.  .  .""Revenge is a dish best served with cloth napkins and floral centerpieces.  .  .fast-paced.  .  .puts poetic justice first.""--Publishers Weekly on Payback""Delectable.  .  .deliver[s] revenge that's creatively swift and sweet, Michaels-style."""," Fiction , Thrillers , Suspense",Zebra,"Saturday, January 1, 2011",0,0
80257,"Ready, Set, Crochet: Learn to Crochet With 19 Hot Projects","By Johns, Susie","Ready, Set, Crochet gives the many beginners taking up this trendy craft all the basics and beyond plus hip projects, in a cool stand-up format. Young women are discovering crochet, and women who made granny squares in college are picking it up again. Forget doilies and afghans, though -- this book is all about trendy hats, chunky tops, camisoles, even string bikinis. Ready, Set, Crochet features patterns and instructions for must-have fashion accessories. The book's unique package stands up, putting the open page at eye level so learners can easily refer to the how-to photos and patterns. The book then closes securely with a Velcro flap so it can pop in a bag and go along wherever they like to crochet.These projects are definitely not your granny's doilies: trendy bags and hats, chunky tops, a romantic camisole, and a miniskirt. Over 200 bright color photographs and diagrams."," Crafts & Hobbies , Needlework , Crocheting",Creative Pub Intl,"Sunday, August 1, 2004",0,0
101122,"Drive America: Road Atlas Northern and Central States with 66 City Maps, 17 Airport Maps , 6 National Park Maps",By Reader's Digest Association (COR),"Offers road maps for northern and central states, cities, national parks, and airports"," Travel , United States , Northeast , General",Readers Digest,"Monday, July 1, 1996",0,0
79337,The American Soul: Rediscovering the Wisdom of the Founders,"By Needleman, Jacob","Looking at the lives of America's founders-including Washington, Jefferson, and Franklin-scholar and bestselling author Jacob Needleman explores their core of inner beliefs; their religious and spiritual sensibilities; and their individual conception of the purpose of life. The founders, Needleman argues, conceived of an ""inner democracy"": a continual pursuit of wisdom and self-improvement that would undergird the outer democracy in which we live today. Any understanding of America as a nation of spiritual values will in the years ahead require Needleman's work as a point of reference."," Religion , Spirituality",TarcherPerigee,"Sunday, June 1, 2003",0,0
